ma_san_pham,ten_san_pham,mo_ta,avg_so_sao,total_positive,total_negative,most_popular_positive_word,most_popular_negative_word
422204775,Nước Dưỡng Da Chinoshio Dokudami Chiết Xuất Lá Diếp Cá 500ml,"Nước Hoa Hồng Chinoshio Dokudami Lá Diếp Cá 500ml là toner dưỡng ẩm, chăm sóc da đến từ thương hiệu mỹ phẩm Chinoshio của Nhật Bản. Sản phẩm có chiết xuất hoàn toàn từ thành phần thiên nhiên, an toàn nhẹ dịu cho da. Với thành phần chính được chiết xuất từ diếp cá cùng một số thảo dược có tính kháng khuẩn cao, cấp ẩm giúp làn da mềm mại, mịn màng, ngăn ngừa khô ráp, bong tróc.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.75,11,0,tốt,
422204777,Kem Chống Nắng Hatomugi Dưỡng Ẩm & Làm Sáng Da 80g,"Reihaku Hatomugi UV Milky Gel là dòng sản phẩm kem chống nắng dành cho da mặt và toàn thân đến từ thương hiệu mỹ phẩm Hatomugi của Nhật Bản, giúp bảo vệ làn da khỏi tác hại của tia UVA/UVB, đồng thời dưỡng ẩm và làm sáng da nhờ chiết xuất hạt Ý Dĩ đặc trưng của dòng sản phẩm Hatomugi.
Kem Chống Nắng Reihaku Hatomugi UV Milky Gel hiện đã có mặt tại Hasaki với 3 phân loại dành cho các vấn đề da khác nhau:
Kem Chống Nắng Dưỡng Ẩm Và Làm Sáng Da Hatomugi The UV Milky Gel UV Care & Moisturizing SPF50+ PA++++ 80g: phù hợp cho mọi loại da, đặc biệt là những làn da thiếu độ ẩm.
Kem Chống Nắng Nâng Tông Và Dưỡng Ẩm Da Hatomugi The Tone Up UV Milky Gel UV Care & Tone Up SPF50+ PA++++ 70g: phù hợp cho da thường/ mọi loại da muốn sử dụng kem chống nắng làm sáng, nâng tông da.
Kem Chống Nắng Nâng Tông Và Dưỡng Ẩm Da Hatomugi The Tone Up UV Milky Gel UV Care & Tone Up SPF50+ PA++++ (Xanh Bạc Hà) 70g: phù hợp cho da dầu, mụn & nhạy cảm muốn sử dụng kem chống nắng nâng tông, che phủ các khuyết điểm do mụn.
1. Kem Chống Nắng Hatomugi Dưỡng Ẩm Và Làm Sáng Da SPF50+ PA++++
Kem Chống Nắng Hatomugi The UV Milky Gel UV Care & Moisturizing SPF50+ PA++++ có tác dụng chống nắng, bảo vệ da trước tác hại của tia UV và duy trì độ ẩm cho da, dưỡng da căng sáng, mịn màng, đồng thời giúp ngăn ngừa các đốm nám và tàn nhang hình thành. Sản phẩm sử dụng được cho cả da mặt và cơ thể nên rất tiện lợi khi bạn đem theo trong các chuyến du lịch.
 

  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.714285714285714,6,1,tốt,tệ
422204787,Mặt Nạ Mediheal Hỗ Trợ Dưỡng Da Sáng Mịn & Đều Màu 20ml,"Mặt Nạ Mediheal Ampoule/Essence/Water Mask 20ml là sản phẩm mặt nạ đến từ thương hiệu mỹ phẩm Mediheal của Hàn Quốc, với các thành phần Glycerin, Niacinamide, Peptide, Collagen,... giúp dưỡng da căng mịn, mọng nước, làm đều màu, sáng mịn da, ngăn ngừa các nếp nhăn và lão hóa, mang lại làn da tươi sáng, rạng ngời.
Hiện sản phẩm Mặt Nạ Mediheal Ampoule/Essence/Water Mask 20ml  đã có mặt tại Hasaki với 5 loại:
Mặt Nạ Mediheal Vita Toning Sáng Da, Mờ Thâm Nám 20ml
Mặt Nạ Mediheal Hyalu Moist Dưỡng Ẩm Chuyên Sâu 20ml
Mặt Nạ Mediheal Pepta Lifting Nâng Cơ, Trẻ Hoá Da 20ml
Mặt Nạ Mediheal Collagen Mucin Cải Thiện Nếp Nhăn 20ml
Mặt Nạ Mediheal Double Calming Làm Dịu, Phục Hồi Da Mụn 20ml


















Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0,3,0,ổn,
422204795,"Gel Rửa Mặt Cosrx Tràm Trà, 0.5% BHA Có Độ pH Thấp 150ml","Gel Rửa Mặt Cosrx Tràm Trà, 0.5% BHA Có Độ pH Thấp là dòng sữa rửa mặt đến từ thương hiệu mỹ phẩm Cosrx của Hàn Quốc, với độ pH lý tưởng 4.5 - 5.5 sản phẩm an toàn và dịu nhẹ trên mọi làn da ngay cả làn da nhạy cảm và da mụn. Gel rửa mặt chứa 0,5% BHA tự nhiên và chiết xuất tràm trà làm sạch sâu lỗ chân lông, hỗ trợ kháng khuẩn, làm sạch mụn đồng thời tẩy da chết nhẹ nhàng.
Hiện sản phẩm Gel Rửa Mặt Cosrx Low pH Good Morning Gel Cleanser hiện đã có tại Hasaki với 2 quy cách đóng gói:
150ml
2x150ml 
 








Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.625,98,5,tốt,không_hợp
422204884,Combo 2 Nước Tẩy Trang Bí Đao Cocoon Làm Sạch & Giảm Dầu 500ml,"Nước Tẩy Trang Bí Đao Cocoon Winter Melon Micellar Water mới từ thương hiệu mỹ phẩm thuần chay Cocoon là sản phẩm tẩy trang được thiết kế chuyên biệt dành cho da dầu và da mụn nhạy cảm. Với công nghệ Micellar, nước tẩy trang bí đao giúp làm sạch hiệu quả lớp trang điểm, bụi bẩn và dầu thừa, mang lại làn da sạch hoàn toàn và dịu nhẹ.
 
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0,10,0,thích,
422204902,Serum Garnier Tăng Cường Sáng Da Mờ Thâm 30ml,"Serum Garnier Tăng Cường Sáng Da Mờ Thâm 30ml là sản phẩm tinh chất dưỡng da đến từ  thương hiệu mỹ phẩm Garnier của Pháp. Serum cô đặc nhưng thẩm thấu nhanh, không nhờn dính mang lại cho bạn làn da sáng khỏe, rạng rỡ.
Hiện sản phẩm Tinh Chất Garnier Tăng Cường Sáng Da Mờ Thâm đã có mặt tại Hasaki với 2 loại: 
Garnier Bright Complete 30x Vitamin C Booster Serum (Ban Ngày) 30ml 
Garnier 10% Vitamin C - Bright Complete Overnight Serum (Ban Đêm) 30ml
Thông tin sản phẩm:
1. Garnier Bright Complete 30x Vitamin C Booster Serum (Ban Ngày) 30ml 
Garnier Bright Complete 30x Vitamin C Booster Serum là dòng tinh chất dưỡng da đến từ thương hiệu mỹ phẩm Garnier của Pháp, với công thức chứa nồng độ vitamin C gấp 30 lần từ vitamin C và chiết xuất quả Yuzu mang lại hiệu quả dưỡng sáng da, mờ thâm vượt trội. Ngoài ra, sản phẩm còn chứa các thành phần khác như Niacinamide, Salicylic Acid và Glycerin giúp tăng cường thêm hiệu quả cải thiện đốm sắc tố (thâm, sạm, nám) và dưỡng da ẩm mịn. Sản phẩm có kết cấu mỏng nhẹ, dễ dàng thẩm thấu nhanh vào da và hấp thụ tối ưu các dưỡng chất.
 

Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.428571428571429,4,1,tốt,khó_chịu
422204904,Nước Tẩy Trang Garnier Làm Sạch Sâu Lớp Trang Điểm 400ml,"Nước Tẩy Trang Garnier Micellar Cleansing Water là dòng sản phẩm tẩy trang nổi tiếng đến từ thương hiệu Garnier của Pháp, sử dụng công nghệ Micelles (Micellar Technology) có chứa các phân tử mi-xen hoạt động theo cơ chế nam châm giúp nhẹ nhàng làm sạch da và lấy đi bụi bẩn, cặn trang điểm và dầu thừa sâu bên trong lỗ chân lông mà không gây khô da.


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.857142857142857,4,0,tốt,
422204906,Nước Tẩy Trang Garnier Vitamin C Làm Sáng Da 400ml,"Nước Tẩy Trang Garnier Micellar Cleansing Water là dòng sản phẩm tẩy trang nổi tiếng đến từ thương hiệu Garnier của Pháp, sử dụng công nghệ Micelles (Micellar Technology) có chứa các phân tử mi-xen hoạt động theo cơ chế nam châm giúp nhẹ nhàng làm sạch da và lấy đi bụi bẩn, cặn trang điểm và dầu thừa sâu bên trong lỗ chân lông mà không gây khô da.


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.1,9,0,tốt,
422204910,Nước Tẩy Trang Garnier Dành Cho Da Nhạy Cảm 400ml,"Nước Tẩy Trang Garnier Micellar Cleansing Water là dòng sản phẩm tẩy trang nổi tiếng đến từ thương hiệu Garnier của Pháp, sử dụng công nghệ Micelles (Micellar Technology) có chứa các phân tử mi-xen hoạt động theo cơ chế nam châm giúp nhẹ nhàng làm sạch da và lấy đi bụi bẩn, cặn trang điểm và dầu thừa sâu bên trong lỗ chân lông mà không gây khô da.


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.75,7,0,tốt,
422204914,Mặt Nạ Garnier Vitamin C & Salicylic Acid Giảm Mụn 23g,"Mặt Nạ Tinh Chất Garnier là dòng mặt nạ dưỡng da đến từ thương hiệu mỹ phẩm Garnier của Pháp, với thành phần từ thiên nhiên kết hợp cùng Hyaluronic Acid giúp nuôi dưỡng và chăm sóc mọi vấn đề da. Garnier Serum Mask dưỡng da căng mướt, giảm tình trạng da thâm sạm, tối màu, kiểm soát dầu thừa, bã nhờn. Mỗi mặt nạ chứa dưỡng chất bằng một tuần sử dụng tinh chất.
Hiện sản phẩm Mặt Nạ Tinh Chất Garnier đã có mặt tại Hasaki với các loại: 
Mặt Nạ Tinh Chất Garnier Gạo Đen, Than Tre Làm Sáng Da 28g 
Mặt Nạ Tinh Chất Garnier Rong Biển, Than Tre Se Lỗ Chân Lông 28g
Mặt Nạ Tinh Chất Garnier Hoa Anh Đào Dưỡng Sáng, Mờ Thâm 28g
Mặt Nạ Tinh Chất Garnier Nước Biển Sâu Cấp Ẩm Ban Đêm 28g
Mặt Nạ Tinh Chất Garnier Hoa Oải Hương Làm Dịu Da 28g
Mặt Nạ Tinh Chất Garnier Trà Xanh Kiểm Soát Dầu 28g
Mặt Nạ Tinh Chất Garnier Quả Yuzu Làm Sáng Da & Mờ Thâm 28g
Mặt Nạ Tinh Chất Garnier Hạt Nho & Hyaluron Săn Chắc Da 28g
Mặt Nạ Garnier Vitamin C & Salicylic Acid Giảm Mụn, Sáng Da 23g
Mặt Nạ Tinh Chất Garnier Sữa Tươi & Vitamin C Sáng Da 28g
























Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0,1,0,ổn,
422204947,Combo 3 Bông Tẩy Trang Ceiba 100% Chất Liệu Cotton 140 Miếng,"*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.428571428571429,6,2,chất_lượng,tệ
422205053,"Tinh Chất Bí Đao Cocoon Làm Giảm Mụn, Mờ Thâm 70ml","Tinh Chất Bí Đao Cocoon Winter Melon Serum 70ml là dòng sản phẩm chăm sóc da mụn của thương hiệu mỹ phẩm thuần chay Cocoon xuất xứ Việt Nam. Sản phẩm chứa các thành phần từ thực vật làm chủ đạo gồm chiết xuất bí đao, rau má, tràm trà và được bổ sung thêm 7% Niacinamide (vitamin B3) giúp hỗ trợ phục hồi tình trạng da mụn viêm và ửng đỏ hiệu quả, mang lại làn da thông thoáng và sáng mịn màng.





Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.0,2,3,ổn,không_hợp
422205122,Serum B.O.M Từ 8 Loại Trà Làm Dịu & Cấp Ẩm Da 38ml,"Tinh Chất B.O.M Eight Tea Cicaming Từ 8 Loại Trà 38ml là dòng serum dưỡng da đến từ thương hiệu mỹ phẩm B.O.M của Hàn Quốc, với chiết xuất từ 8 loại trà cung cấp độ ẩm, hỗ trợ kháng khuẩn, kháng viêm, ngăn ngừa mụn. Ngoài ra sản phẩm chứa thành phần rau má giúp tái tạo, phục hồi, làm mờ thâm sẹo, hỗ trợ giảm mụn. Đặc biệt, serum bổ sung Ceramide 3 dưỡng làn da ẩm mượt, mềm mại, ngăn ngừa lão hoá da.
Hiện sản phẩm Tinh Chất B.O.M Eight Tea Cicaming Serum 38ml đã có mặt tại Hasaki. 
 



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0,14,2,tốt,chán
422205151,Kem Dưỡng Eucerin Sáng Da Ban Ngày 50ml,"Eucerin Spotless Brightening Cream là dòng sản phẩm kem dưỡng làm sáng da ngày và đêm đến từ thương hiệu dược mỹ phẩm Eucerin của Đức, với các thành phần như Thiamidol, Licochalcone A giúp ức chế sự hình thành của các sắc tố melanin, làm mờ đốm nâu, nám, tàn nhang hiệu quả. Sản phẩm an toàn, lành tính trên mọi làn da và mang lại hiệu quả vượt trội trên làn da không đều màu.
Dòng sản phẩm bao gồm 2 phân loại ngày và đêm cho bạn lựa chọn, giúp làm sáng da và giảm thâm nám toàn diện:
Kem Dưỡng Sáng Da Ban Ngày Eucerin Spotless Brightening Day SPF30 50ml
Kem Dưỡng Sáng Da Ban Đêm Eucerin Spotless Brightening Night 50ml
Lưu ý: Kem Dưỡng Sáng Da Ban Ngày Eucerin Spotless Brightening Day SPF30 50ml có sự thay đổi thông tin mặt bên hông và mặt đáy, đồng thời có sẵn nhãn phụ tiếng Việt trên bao bì. Hiện tại Hasaki đang bán song song cả hai phiên bản cũ và mới, khi khách đặt hàng sẽ giao ngẫu nhiên một trong hai phiên bản.
 









Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0,1,0,cải_thiện,
422205152,Kem Dưỡng Eucerin Làm Sáng Da Ban Đêm 50ml,"Eucerin Spotless Brightening Cream là dòng sản phẩm kem dưỡng làm sáng da ngày và đêm đến từ thương hiệu dược mỹ phẩm Eucerin của Đức, với các thành phần như Thiamidol, Licochalcone A giúp ức chế sự hình thành của các sắc tố melanin, làm mờ đốm nâu, nám, tàn nhang hiệu quả. Sản phẩm an toàn, lành tính trên mọi làn da và mang lại hiệu quả vượt trội trên làn da không đều màu.
Dòng sản phẩm bao gồm 2 phân loại ngày và đêm cho bạn lựa chọn, giúp làm sáng da và giảm thâm nám toàn diện:
Kem Dưỡng Sáng Da Ban Ngày Eucerin Spotless Brightening Day SPF30 50ml
Kem Dưỡng Sáng Da Ban Đêm Eucerin Spotless Brightening Night 50ml
Lưu ý: Kem Dưỡng Sáng Da Ban Ngày Eucerin Spotless Brightening Day SPF30 50ml có sự thay đổi thông tin mặt bên hông và mặt đáy, đồng thời có sẵn nhãn phụ tiếng Việt trên bao bì. Hiện tại Hasaki đang bán song song cả hai phiên bản cũ và mới, khi khách đặt hàng sẽ giao ngẫu nhiên một trong hai phiên bản.
 









Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0,1,0,ổn,
422205160,Hộp 10 Miếng Mặt Nạ Naruko Bạch Ngọc Lan Săn Chắc Da 30ml/M,"Thương hiệu mỹ phẩm NARUKO đến từ Đài Loan nổi tiếng với các dòng sản phẩm mặt nạ giấy dưỡng da được chiết xuất từ các thành phần thiên nhiên như Tràm Trà, Bạch Ngọc Lan, Ý Dĩ Nhân Đỏ, Hoa Hồng, Hoa Thủy Tiên... giúp dưỡng da chuyên sâu và hỗ trợ cải thiện các vấn đề về da khác nhau.
Mặt Nạ NARUKO hiện đã có mặt tại Hasaki với các phân loại như sau cho bạn lựa chọn:
Naruko Raw Job’s Tears Brightening Mask – Ý dĩ nhân đỏ sáng da mới – Mặt nạ se khít lỗ chân lông, sáng da
Naruko RJT Pore Minimizing and Brightening Mask – Ý dĩ nhân đỏ – Mặt nạ se khít lỗ chân lông
Naruko Narcissus Repairing Mask – Hoa thủy tiên – Mặt nạ tế bào gốc thực vật DNA phục hồi da
Naruko Rose and BOTANIC HA Aqua Cubic Hydrating Mask EX – Hoa hồng nhung – Mặt nạ cấp nước
Naruko Tea Tree Shine Control and Blemish Clear Mask – Trà tràm – Mặt nạ trà tràm kiểm soát dầu và mụn
Naruko Taiwan Magnolia Brightening and Firming Mask EX – Bạch ngọc lan – Mặt nạ dưỡng sáng và săn chắc da
1. Mặt Nạ Trà Tràm Kiểm Soát Dầu Và Mụn NARUKO Tea Tree Shine Control and Blemish Clear Mask
Mặt nạ trà tràm kiểm soát dầu và mụn Naruko Tea Tree Shine Control and Blemish Clear Mask được làm từ chất liệu than hoạt tính (miếng mặt nạ màu đen) và thành phần tinh dầu Tràm Trà (Tea Tree), giúp hấp thụ dầu thừa và ngăn ngừa mụn, tăng cường kiểm soát bã nhờn và duy trì sự cân bằng dầu - nước trên da, mang lại làn da láng mịn, sáng bóng và không tì vết.
    Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.384615384615385,14,1,dễ_dàng,kém
